Driver,Team,LapTime,Compound,TyreLife,FreshTyre,Stint,TrackStatus,Sector1Time,Sector2Time,Sector3Time,Deleted,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,Position,GridPosition,GP,Year
LAT,Williams,0 days 00:01:31.511000,SOFT,2.0,True,3.0,1,0 days 00:00:32.311000,0 days 00:00:41.170000,0 days 00:00:18.030000,False,91.511,32.311,41.17,18.03,9.0,20.0,Japanese Grand Prix,2022
LEC,Ferrari,0 days 00:01:29.314000,SOFT,2.0,True,4.0,1,0 days 00:00:31.149000,0 days 00:00:40.166000,0 days 00:00:17.999000,False,89.314,31.149,40.166,17.999,3.0,2.0,Japanese Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:31.352000,SOFT,2.0,True,2.0,1,0 days 00:00:31.765000,0 days 00:00:41.227000,0 days 00:00:18.360000,False,91.352,31.765,41.227,18.36,14.0,18.0,Japanese Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:31.152000,SOFT,2.0,True,2.0,1,0 days 00:00:31.745000,0 days 00:00:41.082000,0 days 00:00:18.325000,False,91.152,31.745,41.082,18.325,17.0,15.0,Japanese Grand Prix,2022
NOR,McLaren,0 days 00:01:30.473000,SOFT,2.0,True,4.0,1,0 days 00:00:31.427000,0 days 00:00:41.017000,0 days 00:00:18.029000,False,90.473,31.427,41.017,18.029,10.0,10.0,Japanese Grand Prix,2022
OCO,Alpine,0 days 00:01:30.165000,SOFT,2.0,True,6.0,1,0 days 00:00:31.333000,0 days 00:00:40.786000,0 days 00:00:18.046000,False,90.165,31.333,40.786,18.046,4.0,5.0,Japanese Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:29.709000,SOFT,2.0,True,5.0,1,0 days 00:00:31.373000,0 days 00:00:40.433000,0 days 00:00:17.903000,False,89.709,31.373,40.433,17.903,2.0,4.0,Japanese Grand Prix,2022
RIC,McLaren,0 days 00:01:30.659000,SOFT,2.0,True,3.0,1,0 days 00:00:31.565000,0 days 00:00:40.938000,0 days 00:00:18.156000,False,90.659,31.565,40.938,18.156,11.0,11.0,Japanese Grand Prix,2022
RUS,Mercedes,0 days 00:01:30.389000,SOFT,2.0,True,6.0,1,0 days 00:00:31.474000,0 days 00:00:40.730000,0 days 00:00:18.185000,False,90.389,31.474,40.73,18.185,8.0,8.0,Japanese Grand Prix,2022
SAI,Ferrari,0 days 00:01:29.361000,SOFT,2.0,True,4.0,1,0 days 00:00:31.127000,0 days 00:00:40.275000,0 days 00:00:17.959000,False,89.361,31.127,40.275,17.959,19.0,3.0,Japanese Grand Prix,2022
STR,Aston Martin,0 days 00:01:31.419000,SOFT,2.0,True,2.0,1,0 days 00:00:31.755000,0 days 00:00:41.402000,0 days 00:00:18.262000,False,91.419,31.755,41.402,18.262,12.0,19.0,Japanese Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:30.808000,SOFT,2.0,True,5.0,1,0 days 00:00:31.787000,0 days 00:00:40.879000,0 days 00:00:18.142000,False,90.808,31.787,40.879,18.142,13.0,13.0,Japanese Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:29.304000,SOFT,2.0,True,3.0,1,0 days 00:00:31.116000,0 days 00:00:40.406000,0 days 00:00:17.782000,False,89.304,31.116,40.406,17.782,1.0,1.0,Japanese Grand Prix,2022
VET,Aston Martin,0 days 00:01:30.554000,SOFT,2.0,True,5.0,1,0 days 00:00:31.655000,0 days 00:00:40.741000,0 days 00:00:18.158000,False,90.554,31.655,40.741,18.158,6.0,9.0,Japanese Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:30.894000,SOFT,2.0,True,2.0,1,0 days 00:00:31.826000,0 days 00:00:40.920000,0 days 00:00:18.148000,False,90.894,31.826,40.92,18.148,16.0,14.0,Japanese Grand Prix,2022
ALB,Williams,0 days 00:01:36.368000,SOFT,2.0,True,4.0,1,0 days 00:00:25.936000,0 days 00:00:38.879000,0 days 00:00:31.553000,False,96.368,25.936,38.879,31.553,13.0,8.0,United States Grand Prix,2022
ALO,Alpine,0 days 00:01:35.876000,SOFT,2.0,True,6.0,1,0 days 00:00:26.055000,0 days 00:00:38.558000,0 days 00:00:31.263000,False,95.876,26.055,38.558,31.263,7.0,14.0,United States Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:36.319000,SOFT,2.0,True,6.0,1,0 days 00:00:26.070000,0 days 00:00:38.792000,0 days 00:00:31.457000,False,96.319,26.07,38.792,31.457,19.0,7.0,United States Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:36.577000,SOFT,2.0,True,2.0,1,0 days 00:00:26.088000,0 days 00:00:39.014000,0 days 00:00:31.475000,False,96.577,26.088,39.014,31.475,14.0,11.0,United States Grand Prix,2022
HAM,Mercedes,0 days 00:01:34.947000,SOFT,2.0,True,5.0,1,0 days 00:00:25.722000,0 days 00:00:38.090000,0 days 00:00:31.135000,False,94.947,25.722,38.09,31.135,2.0,3.0,United States Grand Prix,2022
LAT,Williams,0 days 00:01:37.244000,SOFT,2.0,True,2.0,1,0 days 00:00:26.088000,0 days 00:00:39.149000,0 days 00:00:32.007000,False,97.244,26.088,39.149,32.007,17.0,17.0,United States Grand Prix,2022
LEC,Ferrari,0 days 00:01:34.421000,SOFT,2.0,True,4.0,1,0 days 00:00:25.505000,0 days 00:00:38.110000,0 days 00:00:30.806000,False,94.421,25.505,38.11,30.806,3.0,12.0,United States Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:36.949000,SOFT,2.0,True,2.0,1,0 days 00:00:26.438000,0 days 00:00:38.758000,0 days 00:00:31.753000,False,96.949,26.438,38.758,31.753,9.0,13.0,United States Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:37.111000,SOFT,5.0,True,1.0,1,0 days 00:00:26.295000,0 days 00:00:39.012000,0 days 00:00:31.804000,False,97.111,26.295,39.012,31.804,15.0,16.0,United States Grand Prix,2022
NOR,McLaren,0 days 00:01:35.690000,SOFT,2.0,True,6.0,1,0 days 00:00:25.856000,0 days 00:00:38.526000,0 days 00:00:31.308000,False,95.69,25.856,38.526,31.308,6.0,6.0,United States Grand Prix,2022
OCO,Alpine,0 days 00:01:37.068000,SOFT,2.0,True,2.0,1,0 days 00:00:26.144000,0 days 00:00:39.279000,0 days 00:00:31.645000,False,97.068,26.144,39.279,31.645,11.0,0.0,United States Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:34.645000,SOFT,2.0,True,4.0,1,0 days 00:00:25.664000,0 days 00:00:38.094000,0 days 00:00:30.887000,False,94.645,25.664,38.094,30.887,4.0,9.0,United States Grand Prix,2022
RIC,McLaren,0 days 00:01:37.046000,SOFT,2.0,True,2.0,1,0 days 00:00:26.202000,0 days 00:00:39.208000,0 days 00:00:31.636000,False,97.046,26.202,39.208,31.636,16.0,15.0,United States Grand Prix,2022
RUS,Mercedes,0 days 00:01:34.988000,SOFT,2.0,True,6.0,1,0 days 00:00:25.772000,0 days 00:00:38.174000,0 days 00:00:31.042000,False,94.988,25.772,38.174,31.042,5.0,4.0,United States Grand Prix,2022
SAI,Ferrari,0 days 00:01:34.356000,SOFT,2.0,True,4.0,1,0 days 00:00:25.525000,0 days 00:00:38.097000,0 days 00:00:30.734000,False,94.356,25.525,38.097,30.734,20.0,1.0,United States Grand Prix,2022
STR,Aston Martin,0 days 00:01:35.598000,SOFT,2.0,True,5.0,1,0 days 00:00:25.847000,0 days 00:00:38.481000,0 days 00:00:31.270000,False,95.598,25.847,38.481,31.27,18.0,5.0,United States Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:36.439000,SOFT,2.0,True,4.0,1,0 days 00:00:26.039000,0 days 00:00:38.869000,0 days 00:00:31.531000,True,96.439,26.039,38.869,31.531,10.0,19.0,United States Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:34.448000,SOFT,3.0,True,5.0,1,0 days 00:00:25.599000,0 days 00:00:37.846000,0 days 00:00:31.003000,False,94.448,25.599,37.846,31.003,1.0,2.0,United States Grand Prix,2022
VET,Aston Martin,0 days 00:01:36.398000,SOFT,2.0,True,4.0,1,0 days 00:00:26.222000,0 days 00:00:38.712000,0 days 00:00:31.464000,False,96.398,26.222,38.712,31.464,8.0,10.0,United States Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:36.196000,SOFT,2.0,True,4.0,1,0 days 00:00:26.143000,0 days 00:00:38.556000,0 days 00:00:31.497000,True,96.196,26.143,38.556,31.497,12.0,18.0,United States Grand Prix,2022
ALB,Williams,0 days 00:01:20.859000,SOFT,3.0,True,1.0,1,0 days 00:00:27.963000,0 days 00:00:31.907000,0 days 00:00:20.989000,False,80.859,27.963,31.907,20.989,12.0,17.0,Mexico City Grand Prix,2022
ALO,Alpine,0 days 00:01:18.939000,SOFT,2.0,True,5.0,1,0 days 00:00:28.049000,0 days 00:00:30.393000,0 days 00:00:20.497000,False,78.939,28.049,30.393,20.497,19.0,9.0,Mexico City Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:18.401000,SOFT,2.0,True,6.0,1,0 days 00:00:27.667000,0 days 00:00:30.338000,0 days 00:00:20.396000,False,78.401,27.667,30.338,20.396,10.0,6.0,Mexico City Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:19.672000,SOFT,2.0,True,4.0,1,0 days 00:00:27.929000,0 days 00:00:30.971000,0 days 00:00:20.772000,False,79.672,27.929,30.971,20.772,11.0,14.0,Mexico City Grand Prix,2022
HAM,Mercedes,0 days 00:01:18.084000,SOFT,2.0,True,6.0,1,0 days 00:00:27.715000,0 days 00:00:30.069000,0 days 00:00:20.300000,False,78.084,27.715,30.069,20.3,2.0,3.0,Mexico City Grand Prix,2022
LAT,Williams,0 days 00:01:21.167000,SOFT,3.0,True,2.0,1,0 days 00:00:28.219000,0 days 00:00:31.847000,0 days 00:00:21.101000,False,81.167,28.219,31.847,21.101,18.0,18.0,Mexico City Grand Prix,2022
LEC,Ferrari,0 days 00:01:18.555000,SOFT,2.0,True,5.0,1,0 days 00:00:27.943000,0 days 00:00:30.330000,0 days 00:00:20.282000,False,78.555,27.943,30.33,20.282,6.0,7.0,Mexico City Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:19.833000,SOFT,2.0,True,4.0,1,0 days 00:00:28.004000,0 days 00:00:31.144000,0 days 00:00:20.685000,False,79.833,28.004,31.144,20.685,17.0,19.0,Mexico City Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:19.695000,SOFT,2.0,True,2.0,1,0 days 00:00:27.966000,0 days 00:00:31.032000,0 days 00:00:20.697000,True,79.695,27.966,31.032,20.697,16.0,15.0,Mexico City Grand Prix,2022
NOR,McLaren,0 days 00:01:18.721000,SOFT,2.0,True,6.0,1,0 days 00:00:27.767000,0 days 00:00:30.544000,0 days 00:00:20.410000,False,78.721,27.767,30.544,20.41,9.0,8.0,Mexico City Grand Prix,2022
OCO,Alpine,0 days 00:01:19.010000,SOFT,2.0,True,6.0,1,0 days 00:00:27.966000,0 days 00:00:30.574000,0 days 00:00:20.470000,False,79.01,27.966,30.574,20.47,8.0,10.0,Mexico City Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:18.128000,SOFT,2.0,True,6.0,1,0 days 00:00:27.585000,0 days 00:00:30.283000,0 days 00:00:20.260000,False,78.128,27.585,30.283,20.26,3.0,4.0,Mexico City Grand Prix,2022
RIC,McLaren,0 days 00:01:19.325000,SOFT,2.0,True,3.0,1,0 days 00:00:27.867000,0 days 00:00:30.954000,0 days 00:00:20.504000,False,79.325,27.867,30.954,20.504,7.0,11.0,Mexico City Grand Prix,2022
RUS,Mercedes,0 days 00:01:18.079000,SOFT,2.0,True,5.0,1,0 days 00:00:27.718000,0 days 00:00:30.138000,0 days 00:00:20.223000,False,78.079,27.718,30.138,20.223,4.0,2.0,Mexico City Grand Prix,2022
SAI,Ferrari,0 days 00:01:18.351000,SOFT,2.0,True,4.0,1,0 days 00:00:27.662000,0 days 00:00:30.479000,0 days 00:00:20.210000,False,78.351,27.662,30.479,20.21,5.0,5.0,Mexico City Grand Prix,2022
STR,Aston Martin,0 days 00:01:20.520000,SOFT,3.0,True,2.0,1,0 days 00:00:28.298000,0 days 00:00:31.189000,0 days 00:00:21.033000,False,80.52,28.298,31.189,21.033,15.0,20.0,Mexico City Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:19.589000,SOFT,2.0,True,4.0,1,0 days 00:00:27.960000,0 days 00:00:30.860000,0 days 00:00:20.769000,False,79.589,27.96,30.86,20.769,20.0,13.0,Mexico City Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:17.775000,SOFT,2.0,True,5.0,1,0 days 00:00:27.490000,0 days 00:00:30.244000,0 days 00:00:20.041000,False,77.775,27.49,30.244,20.041,1.0,1.0,Mexico City Grand Prix,2022
VET,Aston Martin,0 days 00:01:20.419000,SOFT,3.0,True,2.0,1,0 days 00:00:28.367000,0 days 00:00:31.224000,0 days 00:00:20.828000,False,80.419,28.367,31.224,20.828,14.0,16.0,Mexico City Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:19.476000,SOFT,2.0,True,4.0,1,0 days 00:00:28.119000,0 days 00:00:30.864000,0 days 00:00:20.493000,False,79.476,28.119,30.864,20.493,13.0,12.0,Mexico City Grand Prix,2022
ALB,Williams,0 days 00:01:11.631000,SOFT,2.0,True,4.0,1,0 days 00:00:18.421000,0 days 00:00:36.316000,0 days 00:00:16.894000,False,71.631,18.421,36.316,16.894,15.0,19.0,São Paulo Grand Prix,2022
ALO,Alpine,0 days 00:01:11.394000,SOFT,4.0,True,3.0,1,0 days 00:00:18.224000,0 days 00:00:36.136000,0 days 00:00:17.034000,False,71.394,18.224,36.136,17.034,5.0,17.0,São Paulo Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:15.486000,SOFT,3.0,True,3.0,1,0 days 00:00:19.029000,0 days 00:00:38.574000,0 days 00:00:17.883000,False,75.486,19.029,38.574,17.883,9.0,14.0,São Paulo Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:11.675000,SOFT,3.0,True,3.0,1,0 days 00:00:18.281000,0 days 00:00:36.531000,0 days 00:00:16.863000,False,71.675,18.281,36.531,16.863,14.0,10.0,São Paulo Grand Prix,2022
HAM,Mercedes,0 days 00:01:11.539000,SOFT,2.0,True,4.0,1,0 days 00:00:18.328000,0 days 00:00:36.173000,0 days 00:00:17.038000,False,71.539,18.328,36.173,17.038,2.0,2.0,São Paulo Grand Prix,2022
LAT,Williams,0 days 00:01:15.095000,SOFT,6.0,True,2.0,1,0 days 00:00:18.915000,0 days 00:00:38.450000,0 days 00:00:17.730000,False,75.095,18.915,38.45,17.73,16.0,18.0,São Paulo Grand Prix,2022
LEC,Ferrari,0 days 00:01:10.950000,SOFT,2.0,True,4.0,1,0 days 00:00:18.381000,0 days 00:00:35.591000,0 days 00:00:16.978000,False,70.95,18.381,35.591,16.978,4.0,5.0,São Paulo Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:11.410000,SOFT,4.0,True,5.0,1,0 days 00:00:18.166000,0 days 00:00:36.152000,0 days 00:00:17.092000,False,71.41,18.166,36.152,17.092,19.0,8.0,São Paulo Grand Prix,2022
NOR,McLaren,0 days 00:01:11.377000,SOFT,2.0,True,4.0,1,0 days 00:00:18.274000,0 days 00:00:36.066000,0 days 00:00:17.037000,False,71.377,18.274,36.066,17.037,18.0,6.0,São Paulo Grand Prix,2022
OCO,Alpine,0 days 00:01:11.587000,SOFT,2.0,True,4.0,1,0 days 00:00:18.394000,0 days 00:00:36.100000,0 days 00:00:17.093000,False,71.587,18.394,36.1,17.093,8.0,16.0,São Paulo Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:11.456000,SOFT,2.0,True,4.0,1,0 days 00:00:18.222000,0 days 00:00:36.255000,0 days 00:00:16.979000,False,71.456,18.222,36.255,16.979,7.0,4.0,São Paulo Grand Prix,2022
RIC,McLaren,0 days 00:01:12.140000,SOFT,4.0,True,3.0,1,0 days 00:00:18.388000,0 days 00:00:36.607000,0 days 00:00:17.145000,False,72.14,18.388,36.607,17.145,20.0,11.0,São Paulo Grand Prix,2022
RUS,Mercedes,0 days 00:01:11.318000,SOFT,5.0,True,4.0,1,0 days 00:00:18.293000,0 days 00:00:36.092000,0 days 00:00:16.933000,False,71.318,18.293,36.092,16.933,1.0,1.0,São Paulo Grand Prix,2022
SAI,Ferrari,0 days 00:01:10.890000,SOFT,3.0,True,4.0,1,0 days 00:00:18.087000,0 days 00:00:35.787000,0 days 00:00:17.016000,False,70.89,18.087,35.787,17.016,3.0,7.0,São Paulo Grand Prix,2022
STR,Aston Martin,0 days 00:01:12.210000,SOFT,4.0,True,3.0,1,0 days 00:00:18.412000,0 days 00:00:36.585000,0 days 00:00:17.213000,False,72.21,18.412,36.585,17.213,10.0,15.0,São Paulo Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:10.881000,SOFT,2.0,True,4.0,1,0 days 00:00:18.093000,0 days 00:00:35.772000,0 days 00:00:17.016000,False,70.881,18.093,35.772,17.016,6.0,3.0,São Paulo Grand Prix,2022
VET,Aston Martin,0 days 00:01:11.678000,SOFT,3.0,True,4.0,1,0 days 00:00:18.212000,0 days 00:00:36.318000,0 days 00:00:17.148000,False,71.678,18.212,36.318,17.148,11.0,9.0,São Paulo Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:15.197000,SOFT,3.0,True,2.0,1,0 days 00:00:19.430000,0 days 00:00:38.004000,0 days 00:00:17.763000,False,75.197,19.43,38.004,17.763,12.0,13.0,São Paulo Grand Prix,2022
ALB,Williams,0 days 00:01:26.028000,SOFT,2.0,True,2.0,1,0 days 00:00:17.561000,0 days 00:00:36.708000,0 days 00:00:31.759000,False,86.028,17.561,36.708,31.759,13.0,19.0,Abu Dhabi Grand Prix,2022
ALO,Alpine,0 days 00:01:25.096000,SOFT,2.0,True,4.0,1,0 days 00:00:17.321000,0 days 00:00:36.722000,0 days 00:00:31.053000,False,85.096,17.321,36.722,31.053,20.0,10.0,Abu Dhabi Grand Prix,2022
BOT,Alfa Romeo,0 days 00:01:25.892000,SOFT,2.0,True,2.0,1,0 days 00:00:17.808000,0 days 00:00:36.913000,0 days 00:00:31.171000,False,85.892,17.808,36.913,31.171,15.0,18.0,Abu Dhabi Grand Prix,2022
GAS,AlphaTauri,0 days 00:01:25.859000,SOFT,2.0,True,2.0,1,0 days 00:00:17.559000,0 days 00:00:36.854000,0 days 00:00:31.446000,False,85.859,17.559,36.854,31.446,14.0,17.0,Abu Dhabi Grand Prix,2022
HAM,Mercedes,0 days 00:01:24.508000,SOFT,2.0,True,6.0,1,0 days 00:00:17.220000,0 days 00:00:36.471000,0 days 00:00:30.817000,False,84.508,17.22,36.471,30.817,18.0,5.0,Abu Dhabi Grand Prix,2022
LAT,Williams,0 days 00:01:26.054000,SOFT,2.0,True,3.0,1,0 days 00:00:17.584000,0 days 00:00:36.540000,0 days 00:00:31.930000,False,86.054,17.584,36.54,31.93,19.0,20.0,Abu Dhabi Grand Prix,2022
LEC,Ferrari,0 days 00:01:24.092000,SOFT,2.0,True,5.0,1,0 days 00:00:17.298000,0 days 00:00:36.318000,0 days 00:00:30.476000,False,84.092,17.298,36.318,30.476,2.0,3.0,Abu Dhabi Grand Prix,2022
MAG,Haas F1 Team,0 days 00:01:25.834000,SOFT,2.0,True,2.0,1,0 days 00:00:17.637000,0 days 00:00:36.876000,0 days 00:00:31.321000,False,85.834,17.637,36.876,31.321,17.0,16.0,Abu Dhabi Grand Prix,2022
MSC,Haas F1 Team,0 days 00:01:25.225000,SOFT,2.0,True,4.0,1,0 days 00:00:17.536000,0 days 00:00:36.513000,0 days 00:00:31.176000,False,85.225,17.536,36.513,31.176,16.0,12.0,Abu Dhabi Grand Prix,2022
NOR,McLaren,0 days 00:01:24.769000,SOFT,2.0,True,6.0,1,0 days 00:00:17.421000,0 days 00:00:36.498000,0 days 00:00:30.850000,False,84.769,17.421,36.498,30.85,6.0,7.0,Abu Dhabi Grand Prix,2022
OCO,Alpine,0 days 00:01:24.830000,SOFT,2.0,True,6.0,1,0 days 00:00:17.468000,0 days 00:00:36.490000,0 days 00:00:30.872000,False,84.83,17.468,36.49,30.872,7.0,8.0,Abu Dhabi Grand Prix,2022
PER,Red Bull Racing,0 days 00:01:24.052000,SOFT,2.0,True,6.0,1,0 days 00:00:17.343000,0 days 00:00:35.993000,0 days 00:00:30.716000,False,84.052,17.343,35.993,30.716,3.0,2.0,Abu Dhabi Grand Prix,2022
RIC,McLaren,0 days 00:01:25.045000,SOFT,2.0,True,5.0,1,0 days 00:00:17.485000,0 days 00:00:36.666000,0 days 00:00:30.894000,False,85.045,17.485,36.666,30.894,9.0,13.0,Abu Dhabi Grand Prix,2022
RUS,Mercedes,0 days 00:01:24.511000,SOFT,2.0,True,6.0,1,0 days 00:00:17.390000,0 days 00:00:36.510000,0 days 00:00:30.611000,False,84.511,17.39,36.51,30.611,5.0,6.0,Abu Dhabi Grand Prix,2022
SAI,Ferrari,0 days 00:01:24.242000,SOFT,2.0,True,5.0,1,0 days 00:00:17.307000,0 days 00:00:36.289000,0 days 00:00:30.646000,False,84.242,17.307,36.289,30.646,4.0,4.0,Abu Dhabi Grand Prix,2022
STR,Aston Martin,0 days 00:01:25.359000,SOFT,2.0,True,4.0,1,0 days 00:00:17.486000,0 days 00:00:36.729000,0 days 00:00:31.144000,False,85.359,17.486,36.729,31.144,8.0,14.0,Abu Dhabi Grand Prix,2022
TSU,AlphaTauri,0 days 00:01:25.219000,SOFT,2.0,True,5.0,1,0 days 00:00:17.466000,0 days 00:00:36.639000,0 days 00:00:31.114000,False,85.219,17.466,36.639,31.114,11.0,11.0,Abu Dhabi Grand Prix,2022
VER,Red Bull Racing,0 days 00:01:23.824000,SOFT,2.0,True,6.0,1,0 days 00:00:17.287000,0 days 00:00:36.056000,0 days 00:00:30.481000,False,83.824,17.287,36.056,30.481,1.0,1.0,Abu Dhabi Grand Prix,2022
VET,Aston Martin,0 days 00:01:24.961000,SOFT,2.0,True,5.0,1,0 days 00:00:17.411000,0 days 00:00:36.723000,0 days 00:00:30.827000,False,84.961,17.411,36.723,30.827,10.0,9.0,Abu Dhabi Grand Prix,2022
ZHO,Alfa Romeo,0 days 00:01:25.408000,SOFT,2.0,True,4.0,1,0 days 00:00:17.580000,0 days 00:00:36.711000,0 days 00:00:31.117000,False,85.408,17.58,36.711,31.117,12.0,15.0,Abu Dhabi Grand Prix,2022
ALB,Williams,0 days 00:01:31.461000,SOFT,2.0,True,2.0,1,0 days 00:00:29.250000,0 days 00:00:39.224000,0 days 00:00:22.987000,False,91.461,29.25,39.224,22.987,10.0,15.0,Bahrain Grand Prix,2023
ALO,Aston Martin,0 days 00:01:30.336000,SOFT,2.0,True,5.0,1,0 days 00:00:28.852000,0 days 00:00:38.774000,0 days 00:00:22.710000,False,90.336,28.852,38.774,22.71,3.0,5.0,Bahrain Grand Prix,2023
BOT,Alfa Romeo,0 days 00:01:31.443000,SOFT,5.0,False,4.0,1,0 days 00:00:29.235000,0 days 00:00:39.327000,0 days 00:00:22.881000,False,91.443,29.235,39.327,22.881,8.0,12.0,Bahrain Grand Prix,2023
DEV,AlphaTauri,0 days 00:01:32.121000,SOFT,2.0,True,2.0,1,0 days 00:00:29.382000,0 days 00:00:39.634000,0 days 00:00:23.105000,False,92.121,29.382,39.634,23.105,14.0,19.0,Bahrain Grand Prix,2023
GAS,Alpine,0 days 00:01:31.818000,SOFT,2.0,True,2.0,1,0 days 00:00:29.247000,0 days 00:00:39.412000,0 days 00:00:23.159000,True,91.818,29.247,39.412,23.159,9.0,20.0,Bahrain Grand Prix,2023
HAM,Mercedes,0 days 00:01:30.384000,SOFT,2.0,True,5.0,1,0 days 00:00:28.939000,0 days 00:00:38.829000,0 days 00:00:22.616000,False,90.384,28.939,38.829,22.616,5.0,7.0,Bahrain Grand Prix,2023
HUL,Haas F1 Team,0 days 00:01:30.809000,SOFT,2.0,True,5.0,1,0 days 00:00:29.042000,0 days 00:00:38.957000,0 days 00:00:22.810000,False,90.809,29.042,38.957,22.81,15.0,10.0,Bahrain Grand Prix,2023
LEC,Ferrari,0 days 00:01:30,SOFT,2.0,True,6.0,1,0 days 00:00:28.825000,0 days 00:00:38.614000,0 days 00:00:22.561000,False,90.0,28.825,38.614,22.561,19.0,3.0,Bahrain Grand Prix,2023
MAG,Haas F1 Team,0 days 00:01:31.892000,SOFT,2.0,True,2.0,1,0 days 00:00:29.428000,0 days 00:00:39.369000,0 days 00:00:23.095000,False,91.892,29.428,39.369,23.095,13.0,17.0,Bahrain Grand Prix,2023
NOR,McLaren,0 days 00:01:31.381000,SOFT,2.0,True,5.0,1,0 days 00:00:29.235000,0 days 00:00:39.210000,0 days 00:00:22.936000,False,91.381,29.235,39.21,22.936,17.0,11.0,Bahrain Grand Prix,2023
OCO,Alpine,0 days 00:01:30.914000,SOFT,2.0,True,4.0,1,0 days 00:00:29.111000,0 days 00:00:39.107000,0 days 00:00:22.696000,False,90.914,29.111,39.107,22.696,18.0,9.0,Bahrain Grand Prix,2023
PER,Red Bull Racing,0 days 00:01:29.846000,SOFT,2.0,False,6.0,1,0 days 00:00:28.723000,0 days 00:00:38.537000,0 days 00:00:22.586000,False,89.846,28.723,38.537,22.586,2.0,2.0,Bahrain Grand Prix,2023
PIA,McLaren,0 days 00:01:32.101000,SOFT,2.0,True,3.0,1,0 days 00:00:29.561000,0 days 00:00:39.454000,0 days 00:00:23.086000,False,92.101,29.561,39.454,23.086,20.0,18.0,Bahrain Grand Prix,2023
RUS,Mercedes,0 days 00:01:30.340000,SOFT,2.0,True,5.0,1,0 days 00:00:28.911000,0 days 00:00:38.870000,0 days 00:00:22.559000,False,90.34,28.911,38.87,22.559,7.0,6.0,Bahrain Grand Prix,2023
SAI,Ferrari,0 days 00:01:30.154000,SOFT,2.0,False,6.0,1,0 days 00:00:28.739000,0 days 00:00:38.700000,0 days 00:00:22.715000,False,90.154,28.739,38.7,22.715,4.0,4.0,Bahrain Grand Prix,2023
SAR,Williams,0 days 00:01:31.652000,SOFT,2.0,True,2.0,1,0 days 00:00:29.352000,0 days 00:00:39.343000,0 days 00:00:22.957000,False,91.652,29.352,39.343,22.957,12.0,16.0,Bahrain Grand Prix,2023
STR,Aston Martin,0 days 00:01:30.836000,SOFT,2.0,True,6.0,1,0 days 00:00:29.033000,0 days 00:00:39.070000,0 days 00:00:22.733000,False,90.836,29.033,39.07,22.733,6.0,8.0,Bahrain Grand Prix,2023
TSU,AlphaTauri,0 days 00:01:31.400000,SOFT,2.0,True,3.0,1,0 days 00:00:29.242000,0 days 00:00:39.229000,0 days 00:00:22.929000,False,91.4,29.242,39.229,22.929,11.0,14.0,Bahrain Grand Prix,2023
VER,Red Bull Racing,0 days 00:01:29.708000,SOFT,2.0,False,6.0,1,0 days 00:00:28.736000,0 days 00:00:38.514000,0 days 00:00:22.458000,False,89.708,28.736,38.514,22.458,1.0,1.0,Bahrain Grand Prix,2023
ZHO,Alfa Romeo,0 days 00:01:31.473000,SOFT,2.0,True,4.0,1,0 days 00:00:29.041000,0 days 00:00:39.427000,0 days 00:00:23.005000,False,91.473,29.041,39.427,23.005,16.0,13.0,Bahrain Grand Prix,2023
ALB,Williams,0 days 00:01:29.994000,SOFT,4.0,True,2.0,1,0 days 00:00:32.811000,0 days 00:00:28.333000,0 days 00:00:28.850000,False,89.994,32.811,28.333,28.85,19.0,17.0,Saudi Arabian Grand Prix,2023
ALO,Aston Martin,0 days 00:01:28.730000,SOFT,2.0,True,5.0,1,0 days 00:00:32.171000,0 days 00:00:28.084000,0 days 00:00:28.475000,False,88.73,32.171,28.084,28.475,3.0,2.0,Saudi Arabian Grand Prix,2023
